Date,Time,Device Number,Hotel Guest?,AP?,On Property?,Which resort?,Meal Plan?,# Trips,Within past 5 years,Country of Residence,People in group,Relationship,Person 1 gender,person 1 age,person 2 gender,person 2 age,person 3 gender,person 3 age,person 4 gender,person 4 age,person 5 gender,person 5 age,Thrill Rides,Non-Thrill Rides,Indoor Shows,Parades and Fireworks,Meeting Characters,Overall Atmosphere,Plan for the day?,Dining reservations?,Must See attractions?,List,"Wait for ""must see""",Wait for others,
4/28/2011,,113,,N,N,,,'2-4,Y,Switzerland,12,Friends,,,,,,,,,,,Thrill rides,,,,,Overall atmosphere,,,Y,Buzz Lightyear,45,30,
4/28/2011,11:20:00,114,,N,N,,,'2-4,N,France,7,Family,M,50,F,49,M,35,F,28,M,4,Thrill rides,,Indoor shows,,,Overall atmosphere,None,N,N,,30,15,
4/28/2011,,116,,N,N,,,1,N,Spain,4,Family,,,,,,,,,,,Thrill rides,,,,,,None,N,,,,,
4/28/2011,,117,,N,N,,,'2-4,N,France,4,Family,,,,,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Somewhat,N,N,,30,,
4/28/2011,11:25:00,118,,N,N,,,'2-4,N,France,5,Family,,,,,,,,,,,,Non-thrill rides,Indoor shows,,Meeting characters,Overall atmosphere,None,N,N,,25,25,
4/28/2011,10:30:00,124,,N,N,,,1,N,France,2,Family,F,37,M,5,,,,,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,,None,N,,,,,
4/28/2011,,129,,N,N,,,5+,,France,5,Family,M,36,F,34,F,56,F,4,F,,,,,,,Overall atmosphere,Not really,Y,N,,45,45,
4/28/2011,,132,,N,Y,Sequoia,N,'2-4,,France,4,Family,F,40,M,40,F,14,M,9,,,,Non-thrill rides,,Parades and fireworks,,,None,N,,,,15,
4/28/2011,11:36:00,133,,N,N,,,'2-4,N,France,4,Family,M,34,F,34,M,5,F,10,,,,non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,N,,,,
4/28/2011,10:20:00,134,,N,Y,Newport Bay,Y,'2-4,Y,France,4,Family,M,45,F,44,M,9,F,5,,,,non-thrill rides,,,Meeting characters,,Somewhat,N,Y,Peter Pan,15,15,
4/28/2011,9:40:00,135,,N,N,,,'2-4,Y,France,4,Family,M,33,F,34,M,4,F,7,,,Thrill rides,non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Definitely,N,N,,40,30,
4/28/2011,12:20:00,140,,,Y,Santa Fe,Y,'2-4,N,Spain,5,Family,M,46,F,45,F,8,F,3,F,3,,,,,Meeting characters,,Not really,N,N,,,,
4/28/2011,10:00:00,142,,N,,,,5+,Y,France,5,Family,,,,,,,,,,,,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,,Y,Parade,30,,
4/28/2011,10:38:00,143,,Y,N,,,5+,Y,France,,,,,,,,,,,,,,Non-thrill rides,,,,Overall atmosphere,Somewhat,N,Y,Space Mountain,30,30,
4/28/2011,10:00:00,145,,N,N,,,1,Y,France,5,Family,M,44,F,43,F,44,F,43,,,Thrill rides,,,,,,None,N,Y,Space Mountain,,,
4/28/2011,11:10:00,146,,N,N,,,1,,Germany,4,,,,,,,,,,,,Thrill rides,,Indoor shows,,,Overall atmosphere,Not really,N,,,,,
4/28/2011,11:14:00,149,,N,Y,Cheyenne,N,1,,UK,3,Family,M,43,F,37,F,4,,,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,,Somewhat,N,N,,60,30,
4/28/2011,10:00:00,151,,N,N,,,1,,France,3,Family,M,35,F,27,F,4,,,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,,Not really,N,Y,Space Mountain,60,40,
4/28/2011,11:48:00,156,,N,N,,,1,N,Romania,3,Family,F,44,M,16,M,15,,,,,,,,,,Overall atmosphere,Not really,N,,,,,
4/28/2011,12:10:00,158,,N,N,,,'2-4,Y,France,4,Family,F,37,M,41,M,11,F,8,,,,,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,N,,30,30,
4/28/2011,10:25:00,161,,N,Y,Newport,Y,5+,Y,France,4,Family,M,35,F,34,F,9,M,4,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,N,,10,10,
4/28/2011,10:15:00,162,,N,N,,,'2-4,,UK,5,Family,M,35,M,61,F,59,F,31,F,33,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/28/2011,10:25:00,165,,N,Y,Davy Crockett,N,1,,France,4,Family,F,,M,,F,,F,,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,N,,15,15,
4/28/2011,10:16:00,167,,N,N,,,'2-4,Y,France,5,Family,M,40,F,50,M,14,M,13,M,6,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,"Space Mountain, Tower of Terror, Cars",30,20,
4/28/2011,11:42:00,171,,N,Y,Sequoia,Y,1,,France,4,Family,M,38,F,37,F,10,M,8,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,Y,Space Mountain,60,45,
4/28/2011,,172,,N,Y,Santa Fe,Y,1,,Poland,4,Family,F,31,M,33,M,7,F,5,,,,,,,,Overall atmosphere,None,N,,,,,
4/28/2011,11:36:00,178,,N,Y,Sequoia,N,'2-4,N,France,4,Family,F,36,M,34,M,6,M,3,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,none,Y,N,,10,10,
4/28/2011,11:25:00,179,,Y,N,,N,1,,France,3,Family,M,34,F,31,M,8,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,N,,,,
4/28/2011,9:44:00,181,,N,Y,Santa Fe,Y,'2-4,Y,France,4,Family,F,31,M,30,M,6,M,3,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,Y,Y,Peter Pan,30,30,
4/28/2011,11:45:00,188,,N,N,,,1,Y,France,4,Family,M,43,F,40,F,10,F,7,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,Pirates,15,25,
4/28/2011,10:20:00,189,,N,N,,,'2-4,N,UK,4,Family,M,41,F,39,M,15,F,8,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/28/2011,10:45:00,192,,Y,Y,Davy Crockett,N,5+,Y,Germany,7,Family,,,,,,,,,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,Y,,,,,
4/28/2011,12:10:00,194,,N,N,,,1,,France,6,Family,M,41,F,39,F,68,F,8,M,5,,Non-thrill rides,,,,,None,N,N,,30,30,
4/28/2011,10:10:00,195,,N,N,,,1,,France,6,Friends,F,35,F,35,,,,,,,,,Indoor shows,,Meeting characters,,Somewhat,N,Y,Peter Pan,30,,
4/28/2011,,200,,N,Y,Newport,N,1,,Spain,5,Family,M,35,F,34,F,10,M,6,F,3,Thrill rides,,,Parades and fireworks,Meeting characters,,somewhat,N,N,,25,25,
4/28/2011,9:50:00,203,,N,Y,Santa Fe,N,'2-4,Y,Netherlands,9,Family,M,39,F,4,F,4,M,65,F,64,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/28/2011,9:47:00,205,,N,Y,Santa Fe,Y,'2-4,Y,Spain,4,Family,F,45,F,9,M,45,M,9,,,Thrill rides,Non-thrill rides,,,,,Not really,Y,,,,,
4/28/2011,10:11:00,211,,Y,N,,,'2-4,,France,4,Family,F,40,M,37,F,7,F,4,,,,,Indoor shows,,,,None,N,N,,,,
4/28/2011,11:40:00,213,,N,N,,,'2-4,,France,5,Family,,,,,,,,,,,,,,,,Overall atmosphere,Not really,N,Y,,,,
4/28/2011,10:30:00,214,,N,N,,,'2-4,Y,France,4,FAmily,M,47,M,13,F,47,F,15,,,,Non-thrill rides,,,,,Somewhat,N,Y,Space Mountain,60,30,
4/28/2011,12:00:00,215,,N,N,,,1,,Andorra,4,Family,M,41,F,37,F,7,F,4,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/28/2011,10:05:00,217,,N,N,,,'2-4,N,France,4,Family,M,38,F,38,F,8,F,7,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,N,,,,
4/28/2011,11:10:00,218,,N,Y,Cheyenne,N,'2-4,Y,Italy,3,Family,F,47,M,47,F,6,,,,,,,,Parades and fireworks,Meeting characters,,Somewhat,Y,,,,,
4/28/2011,10:25:00,227,,N,N,,,'2-4,Y,France,4,Family,,,,,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,,Meeting characters,Overall atmosphere,None,N,Y,,,45,
4/28/2011,9:50:00,229,,Y,N,,,'2-4,Y,Netherlands,5,Family,F,39,M,30,F,11,M,10,M,7,Thrill rides,,,,,,Definitely,N,,,,,
4/28/2011,10:30:00,230,,N,N,,,5+,Y,Latvia,3,Family,M,38,F,30,F,5,,,,,Thrill rides,,,Parades and fireworks,,,Definitely,N,N,,30,30,
4/28/2011,10:53:00,235,,N,Y,Newport,Y,'2-4,Y,Netherlands,6,Family,M,68,F,61,M,41,F,35,F,9,,Non-thrill rides,,Parades and fireworks,,Overall atmosphere,Somewhat,Y,,,,,
4/28/2011,11:00:00,239,,Y,Y,Newport,Y,'2-4,Y,France,4,Family,F,31,F,7,F,4,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,N,,30,30,
4/28/2011,10:40:00,245,,N,N,,,1,,France,4,Family,M,65,F,62,F,9,M,5,,,Thrill rides,Non-thrill rides,,,,,None,N,Y,,20,20,
4/28/2011,11:30:00,246,,N,N,,,1,,Switzerland,4,Family,F,20,F,9,M,22,M,20,,,Thrill rides,,,,Meeting characters,Overall atmosphere,None,N,,,,,
4/28/2011,,?,,N,N,,,'2-4,Y,France,5,Family,M,43,F,42,F,16,M,13,F,8,Thrill rides,,,,,Overall atmosphere,Not really,N,N,,40,30,
4/29/2011,10:31:00,13,,N,Y,Davy Crockett,N,'2-4,Y,France,6,Family,F,46,F,42,F,10,F,10,F,5,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,,Somewhat,N,,,,,
4/29/2011,10:15:00,14,,N,N,,,'2-4,N,France,2,Family,F,,M,,,,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,11:30:00,16,,N,Y,New York,N,'2-4,,UK,4,Family,F,36,M,35,F,7,F,2,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,,Somewhat,Y,,,,,
4/29/2011,11:30:00,17,,N,Y,Santa Fe,N,5+,Y,France,3,Family,M,32,F,30,F,3,,,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/29/2011,11:36:00,23,,N,Y,Santa Fe,Y,'2-4,N,France,4,Family,M,,F,,M,,M,,,,,Non-thrill rides,,,,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,9:32:00,26,,Y,Y,,,'2-4,Y,France,4,FAmily,F,37,M,42,F,13,F,10,,,,,Indoor shows,,Meeting characters,,Not really,N,Y,Tower,30,15,
4/29/2011,9:45:00,27,,Y,Y,Newport,Y,'2-4,N,Spain,9,Family,F,34,M,35,F,38,M,38,F,11,Thrill rides,Non-thrill rides,,Parades and fireworks,,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,11:51:00,28,,N,Y,Santa Fe,N,1,,Belgium,3,Family,F,29,M,30,M,5,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Not really,N,Y,"Cars, Toy Story",25,20,
4/29/2011,11:30:00,32,,N,Y,Cheyenne,N,5+,Y,France,6,Family,M,22,M,46,F,49,F,16,M,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,Y,Rock 'n' Rollercoaster,45,30,
4/29/2011,10:05:00,34,,N,N,,,'2-4,N,Switzerland,4,Family,F,20,F,9,M,20,M,22,,,Thrill rides,,,,Meeting characters,Overall atmosphere,None,N,,,,,
4/29/2011,10:45:00,36,,N,N,,,'2-4,N,France,5,Family,M,43,F,38,F,10,M,7,F,4,Thrill rides,Non-thrill rides,Indoor shows,,,Overall atmosphere,Not really,N,N,,,45,
4/29/2011,,39,,N,Y,,,1,,Netherlands,4,Family,M,47,F,39,F,10,M,9,,,Thrill rides,,,,,,Definitely,N,,,,,
4/29/2011,10:13:00,40,,N,Y,Sequoia,Y,1,,Ireland,3,Family,F,32,M,33,F,4,,,,,,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,Characters,45,30,
4/29/2011,10:56:00,44,,N,Y,Sequoia,N,'2-4,Y,Ireland,6,Family,M,34,F,32,F,14,M,8,M,2,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,11:15:00,45,,N,Y,Sequoia,Y,1,,Spain,3,Family,M,35,F,35,F,3,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,,,,,
4/29/2011,10:00:00,46,,N,N,,,1,,France,5,Family,M,39,F,38,M,12,F,9,M,8,Thrill rides,,Indoor shows,Parades and fireworks,,,Somewhat,N,,,,,
4/29/2011,11:00:00,48,,N,N,,,5+,Y,France,5,Family,F,41,F,40,F,17,M,40,M,16,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/29/2011,9:40:00,51,,N,Y,,,1,,France,4,Family,F,43,M,40,F,16,M,13,,,Thrill rides,Non-thrill rides,Indoor shows,,Meeting characters,overall atmosphere,Somewhat,Y,,,,,
4/29/2011,9:59:00,52,,N,N,,,1,,France,4,Family,M,34,F,35,F,7,F,5,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/29/2011,10:10:00,54,,N,Y,Cheyenne,Y,1,,Germany,4,Family,M,37,F,35,F,8,F,3,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/29/2011,11:35:00,55,,N,Y,Disneyland,N,'2-4,Y,Switzerland,5,FAmily,M,35,F,38,M,10,F,6,M,3,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/29/2011,10:33:00,57,,N,N,,,1,,France,5,Family,M,45,F,39,M,10,F,8,F,5,,,,,,,Somewhat,N,,,,,
4/29/2011,11:20:00,61,,N,Y,Cheyenne,N,1,,France,4,FAmily,M,43,F,40,F,11,F,9,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Rock n Rollercoaster,30,30,
4/29/2011,10:57:00,62,,N,N,,,1,,UK,6,Family,F,41,M,39,M,11,M,8,M,7,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,N,,,,
4/29/2011,11:24:00,63,,N,Y,New York,Y,'2-4,N,France,5,Family,M,43,F,40,M,15,F,12,M,5,Thrill rides,,,Parades and fireworks,,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,11:40:00,64,,N,N,,,1,,France,3,Family,F,27,M,24,M,6,,,,,Thrill rides,,,,Meeting characters,,Somewhat,N,,,,,
4/29/2011,10:30:00,66,,Y,N,,,5+,Y,France,4,Family,M,38,F,36,F,9,M,7,,,,Non-thrill rides,Indoor shows,,Meeting characters,,Not really,N,Y,Parachute Drop,60,45,
4/29/2011,11:40:00,66,,N,Y,Santa Fe,Y,1,,Ireland,4,Family,M,34,F,33,M,4,M,4,,,Thrill rides,,,Parades and fireworks,,Overall atmosphere,Somewhat,N,Y,Parades,20,30,
4/29/2011,10:00:00,67,,N,Y,Disneyland,N,'2-4,Y,France,5,Family,M,33,F,31,M,16,M,8,M,4,Thrill rides,Non-thrill rides,,,Meeting characters,,Somewhat,N,,,,,
4/29/2011,10:35:00,73,,Y,N,,,5+,Y,France,3,Family,M,28,F,26,M,2,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/29/2011,11:00:00,78,,N,N,,,1,,USA,4,FAmily,F,44,M,46,F,11,F,7,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,None,N,N,,30,20,
4/29/2011,12:02:00,79,,N,N,,,1,,Oman,3,Family,M,39,F,37,F,3,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,None,N,,,,,
4/29/2011,10:05:00,80,,Y,N,,,5+,Y,France,2,Family,M,37,M,5,,,,,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/29/2011,9:45:00,84,,N,N,,,5+,Y,France,3,Family,F,41,F,7,M,6,,,,,,Non-thrill rides,,Parades and fireworks,,Overall atmosphere,Not really,N,Y,"Small World, Motors",30,15,
4/29/2011,10:41:00,85,,N,Y,Davy Crockett,Y,5+,Y,France,6,Family,F,30,M,34,F,58,M,61,M,61,,,Indoor shows,Parades and fireworks,Meeting characters,,None,N,,,,,
4/29/2011,10:00:00,86,,N,N,,,'2-4,N,Italy,3,Family,M,48,F,47,M,10,,,,,,Non-thrill rides,,,,,Not really,N,Y,Small World,40,10,
4/29/2011,11:00:00,87,,N,Y,Santa Fe,,1,,France,4,Family,M,39,F,39,,,,,,,,,,,,,Somewhat,N,,,,10,
4/29/2011,11:15:00,90,,N,Y,,,'2-4,Y,France,4,FAmily,F,,F,,F,,F,,,,,,Indoor shows,,,,Not really,Y,Y,Peter Pan,45,,
4/29/2011,10:55:00,93,,N,N,,,'2-4,N,France,5,Family,F,23,M,40,F,18,F,6,F,4,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,,,,,
4/29/2011,11:40:00,94,,N,N,,,'2-4,Y,UK,4,Family,M,28,F,26,F,6,F,1,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/29/2011,9:43:00,98,,N,N,,,5+,,France,5,Family,M,36,M,32,F,34,F,28,F,7,Thrill rides,,Indoor shows,Parades and fireworks,,,Not really,N,,,,,
4/29/2011,11:21:00,100,,N,Y,Cheyenne,Y,5+,Y,France,8,FAmily,F,60,F,59,M,60,M,36,F,5,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,Y,Y,"Nemo, Tower",40,40,
4/29/2011,10:45:00,101,,N,Y,Santa Fe,N,'2-4,,UK,4,Family,F,24,F,49,M,25,F,4,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,11:06:00,105,,Y,N,,,'2-4,Y,France,3,Family,F,29,M,36,M,5,,,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,N,,30,30,
4/29/2011,9:50:00,106,,N,N,,,5+,,France,5,Family,F,,M,,F,,F,,M,,,,,,,Overall atmosphere,None,N,,,,,
4/29/2011,,107,,N,Y,Santa Fe,,1,,UK,4,Family,M,,F,,F,,M,,,,Thrill rides,,,Parades and fireworks,Meeting characters,,Not really,N,Y,,0,0,
4/29/2011,11:50:00,111,,N,N,,,'2-4,N,Netherlands,4,Family,M,43,F,40,M,11,M,9,,,,,Indoor shows,Parades and fireworks,,Overall atmosphere,Somewhat,Y,,,,,
4/29/2011,9:50:00,113,,N,N,,,5+,Y,France,4,Family,F,41,M,43,F,11,M,8,,,,Non-thrill rides,Indoor shows,,Meeting characters,Overall atmosphere,Somewhat,Y,Y,,50,20,
4/29/2011,9:45:00,114,,Y,N,,,'2-4,Y,France,5,Family,M,43,F,38,M,9,F,6,F,2,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,,Not really,N,,,,,
4/29/2011,,118,,N,Y,Cheyenne,N,1,,France,4,FAmily,F,,M,,F,,F,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Somewhat,N,,,,,
4/29/2011,9:40:00,120,,N,N,,,'2-4,Y,France,3,Family,F,37,M,40,F,9,,,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,15,
4/29/2011,9:55:00,121,,Y,Y,Davy Crockett,N,'2-4,Y,Germany,4,FAmily,F,33,M,38,M,7,M,4,,,,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/29/2011,9:55:00,124,,N,Y,Cheyenne,Y,1,,France,4,FAmily,M,38,F,35,,6,F,6,F,,Thrill rides,,,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/29/2011,11:03:00,125,,N,N,,,'2-4,N,France,2,Couple,M,27,F,26,,,,,,,,Non-thrill rides,Indoor shows,,Meeting characters,Overall atmosphere,Somewhat,N,Y,Pirates,15,15,
4/29/2011,11:45:00,129,,N,Y,Santa Fe,Y,'2-4,N,France,4,Family,M,38,F,40,F,7,M,5,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/29/2011,11:00:00,130,,N,N,,,5+,Y,France,2,Family,F,39,M,12,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,Y,Tower of Terror,15,10,
4/29/2011,10:30:00,133,,Y,N,,,1,,Netherlands,5,Family,M,45,F,43,M,10,F,8,F,6,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/29/2011,10:00:00,134,,N,Y,Cheyenne,Y,5+,Y,France,4,Family,F,37,F,11,F,8,F,4,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Not really,Y,N,,,40,
4/29/2011,10:51:00,136,,N,N,,,,,,11,Friends,M,44,M,42,M,45,F,39,F,36,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/29/2011,10:15:00,139,,N,N,,,'2-4,Y,France,4,FAmily,M,35,F,28,M,4,F,2,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,10:45:00,140,,N,Y,Sequoia,Y,'2-4,Y,France,4,Family,M,35,F,33,F,7,M,4,,,Thrill rides,Non-thrill rides,,,Meeting characters,OVerall atmosphere,Somewhat,N,Y,Tour,20,20,
4/29/2011,11:30:00,141,,N,Y,Newport,N,'2-4,Y,UK,4,Family,F,29,M,29,M,7,F,5,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Definitely,N,,,,,
4/29/2011,10:03:00,143,,N,Y,Santa Fe,N,'2-4,N,France,4,Family,M,36,F,35,M,7,F,5,,,,Non-thrill rides,,,,Overall atmosphere,None,N,Y,Tower of Terror,,5,
4/29/2011,10:15:00,144,,N,N,,,'2-4,N,France,4,Family,M,40,F,43,F,15,M,7,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/29/2011,11:42:00,145,,N,N,,,1,,,5,Family,M,50,F,47,F,16,M,12,F,8,Thrill rides,,Indoor shows,,,,Not really,N,N,,20,20,
4/29/2011,9:50:00,147,,Y,N,,,5+,Y,France,4,Family,M,41,F,40,M,13,M,13,,,Thrill rides,Non-thrill rides,Indoor shows,,,Overall atmosphere,None,N,,,,,
4/29/2011,11:50:00,148,,,N,Y,New York,'2-4,Y,Spain,6,Family,F,34,M,36,F,4,F,1,M,66,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,,,,,
4/29/2011,10:20:00,149,,N,Y,Cheyenne,Y,'2-4,N,France,4,Family,M,45,F,44,M,16,M,10,,,,,,,,Overall atmosphere,Somewhat,N,Y,,30,30,
4/29/2011,12:00:00,151,,N,Y,Disneyland Hotel,N,1,,Austria,5,Family,F,48,M,50,F,10,M,6,M,4,Thrill rides,,,,Meeting characters,,Not really,Y,,,,,
4/29/2011,9:45:00,156,,N,N,,,5+,Y,France,4,Family,F,47,F,30,F,14,F,2,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,Y,,20,30,
4/29/2011,10:03:00,158,,N,N,,,'2-4,N,France,5,Family,F,38,F,56,F,13,M,8,F,4,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/29/2011,11:45:00,161,,N,N,,,1,,Lebanon,3,Family,M,,F,5,M,3,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,,None,Y,,,,,
4/29/2011,11:30:00,162,,N,N,,,1,,India,4,Family,M,39,F,33,M,8,F,5,,,Thrill rides,,,Parades and fireworks,Meeting characters,,Definitely,Y,,,,,
4/29/2011,10:48:00,163,,N,Y,Sequoia,Y,5+,Y,France,4,Family,M,40,F,40,F,6,M,5,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,N,,,,
4/29/2011,11:25:00,167,,N,N,,,5+,Y,France,4,Family,M,,F,,F,,F,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,N,,,30,
4/29/2011,10:47:00,168,,Y,N,,,5+,Y,France,4,Family,M,34,F,33,F,8,F,4,,,,,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,,,,,
4/29/2011,11:25:00,178,,N,Y,Santa Fe,N,5+,Y,France,4,Family,M,33,F,34,M,8,F,4,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,N,,20,20,
4/29/2011,10:26:00,182,,N,N,,,'2-4,,UK,4,Family,M,40,F,39,F,6,F,5,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,,Not really,N,Y,Peter Pan,30,30,
4/29/2011,11:00:00,184,,N,N,,,'2-4,N,Netherlands,4,Family,M,40,F,41,M,11,F,9,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,N,,,,,
4/29/2011,11:04:00,188,,N,Y,Santa Fe,N,1,,France,4,Family,F,37,M,38,M,8,M,5,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,,,,,
4/29/2011,11:00:00,189,,N,Y,Cheyenne,Y,1,,France,5,Family,M,42,F,40,F,42,M,5,M,,,,Indoor shows,,Meeting characters,,Somewhat,N,N,,,,
4/29/2011,10:43:00,192,,N,N,,,5+,N,France,5,FAmily,F,31,F,55,M,56,M,8,M,4,,,Indoor shows,,Meeting characters,Overall atmosphere,None,N,,,,,
4/29/2011,11:50:00,194,,N,Y,Newport,Y,1,,France,4,Family,F,34,M,37,M,12,M,5,,,Thrill rides,,,,Meeting characters,,Not really,Y,,,,,
4/29/2011,11:19:00,195,,Y,Y,Disneyland Hotel,N,1,,Ireland,4,FAmily,F,30,M,33,F,5,M,3,,,,,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/29/2011,9:50:00,197,,Y,Y,Cheyenne,N,5+,Y,Germany,5,Family,M,,F,,F,,F,,M,,,Non-thrill rides,,Parades and fireworks,,,Not really,N,,,,,
4/29/2011,10:10:00,198,,Y,Y,Newport,Y,'2-4,Y,France,4,Family,F,31,M,32,F,7,F,4,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/29/2011,12:03:00,203,,N,N,,,'2-4,Y,France,4,Friends,F,,F,,,,,,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,,,,,
